"Kod";"Nazwa";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;ogółem;2021;[zł]";"rynek pierwotny;ogółem;2022;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;do 40 m2;2021;[zł]";"rynek pierwotny;do 40 m2;2022;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2021;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2022;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2021;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2022;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2021;[zł]";"rynek pierwotny;od 80,1 m2;2022;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;ogółem;2021;[zł]";"rynek wtórny;ogółem;2022;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;do 40 m2;2021;[zł]";"rynek wtórny;do 40 m2;2022;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2021;[zł]";"rynek wtórny;od 40,1 do 60 m2;2022;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2021;[zł]";"rynek wtórny;od 60,1 do 80 m2;2022;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2021;[zł]";"rynek wtórny;od 80,1 m2;2022;[zł]";
0620000;"Powiat zamojski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;98977;158800;126906;130196;;59000;0;57875;70000;;110333;0;123200;153633;;122300;155000;172600;0;;0;196667;0;0;;
0661000;"Powiat m. Biała Podlaska";166918;171921;200219;198201;;102254;113809;126454;141585;;143610;158377;182746;187484;;186217;209562;256348;258302;;265428;309129;283638;314483;;153079;173682;194618;219325;;97350;110878;132561;148173;;153828;168954;190160;227392;;205222;219882;233403;266949;;323500;313125;279087;321833;;
0662000;"Powiat m. Chełm";221404;228238;204638;280873;;0;0;161495;193234;;192408;207271;222795;261610;;254167;269095;280363;356545;;0;0;186667;441238;;145631;166637;171261;206343;;100513;106967;115424;138408;;152274;168081;183638;211886;;190481;232255;228061;276688;;311667;235444;260577;341000;;
0663000;"Powiat m. Lublin";295756;312923;321460;347027;;189376;201730;217360;231858;;269509;289840;316111;332228;;350917;370917;397040;423335;;534139;614728;645479;647043;;258996;289066;331728;366245;;176859;193340;223268;260240;;255114;284415;323070;360148;;332424;365295;419840;470123;;466839;511127;549806;623463;;
0664000;"Powiat m. Zamość";218189;185606;268658;335796;;135984;131592;0;213742;;176662;185108;219512;335618;;244358;232687;304271;401507;;367689;0;378074;576922;;175104;208505;238392;280957;;118497;150524;167843;196620;;174752;202848;243738;269354;;229449;253713;304847;329300;;238333;302000;383300;467173;;
0800000;"LUBUSKIE";210664;223025;233896;239473;;134259;138479;157422;160434;;189107;200515;220955;235218;;262406;272080;303941;314819;;350573;371537;394618;385467;;146906;160584;185504;212258;;93523;108634;125958;138147;;142049;151724;182534;205068;;187498;211178;232200;273595;;256019;255803;300229;325374;;
0801000;"Powiat gorzowski";224129;198322;210247;285296;;121812;130758;126697;165382;;188514;195182;225124;245003;;266990;266616;290217;362965;;382251;409691;0;329863;;140993;150497;198021;219197;;93271;109892;138731;139344;;127354;142962;193180;207536;;168877;175957;229901;278163;;257149;230165;298188;282833;;
0802000;"Powiat krośnieński";188935;179823;196574;237147;;135530;0;143653;0;;167849;163915;198665;0;;253025;246640;266455;0;;388540;0;315250;0;;121857;128486;148363;168695;;61810;80772;86149;103327;;117831;123195;146378;158062;;167905;167485;180031;221951;;191422;199200;291900;237120;;
0803000;"Powiat międzyrzecki";177592;197767;257038;258677;;123810;113600;165125;133620;;166686;153377;200378;223100;;201745;216339;288921;305125;;285667;309200;340296;335000;;122036;127224;136098;176978;;81697;90273;87224;124075;;118289;123729;140858;174736;;154067;145125;188159;206012;;207485;200133;178722;234894;;
0804000;"Powiat nowosolski";179803;200593;206556;213672;;127724;126653;131562;151464;;177601;182265;215542;219750;;242247;255503;284812;283338;;0;313333;361200;0;;112723;124749;135796;166168;;77177;86788;88818;113022;;120820;135558;131874;164177;;138507;152772;174634;222720;;185571;187500;259394;275864;;
0805000;"Powiat słubicki";173258;94833;237844;318673;;117536;94833;145609;143059;;175960;0;249596;281638;;176957;0;243018;346289;;0;0;323129;445343;;148369;127215;194486;214855;;87499;101810;118575;135443;;153942;99237;194744;208974;;178171;222138;239171;252726;;224368;238986;332773;353311;;
0806000;"Powiat strzelecko-drezdenecki";188193;195125;184171;214710;;154667;0;123286;140217;;191865;207000;190947;220503;;200875;0;0;261795;;0;0;0;0;;131452;118828;138984;152939;;80833;84387;92026;103106;;126075;122864;140015;149434;;170849;129915;154143;182970;;179999;186921;198282;220000;;
0807000;"Powiat sulęciński";0;0;0;254396;;0;0;0;141599;;0;0;0;239623;;0;0;0;292667;;0;0;0;0;;113499;137472;158145;172841;;75229;92243;89727;108596;;109935;126252;166971;176250;;134652;175142;196500;226097;;211382;214464;179000;177500;;
0808000;"Powiat świebodziński";165912;205253;196205;211553;;111243;96365;118800;131430;;164484;168982;191465;209554;;216339;251097;272465;303627;;0;355867;0;478825;;136296;145432;161934;193940;;74650;94836;106569;123386;;136798;142987;158394;191623;;181641;199191;205528;261556;;246706;195889;220085;237143;;
0809000;"Powiat zielonogórski";163501;199625;236995;200455;;109758;0;0;152115;;165846;181864;174740;215853;;198251;267525;0;0;;0;334800;368500;391750;;122601;140750;158622;166930;;72838;88533;112830;123640;;120306;136882;161366;176804;;157613;180192;194557;197766;;185384;189607;233231;236962;;
0810000;"Powiat żagański";101651;151667;155233;158458;;82201;0;0;129167;;0;0;131025;140550;;0;0;173952;167257;;0;0;0;0;;105595;110875;128290;142235;;68905;69446;78935;90763;;93324;104721;122252;130558;;145125;144033;179661;206844;;215446;177664;208600;239993;;
0811000;"Powiat żarski";226366;241149;284607;264197;;142960;160454;0;137813;;184783;189278;229391;195161;;272422;285621;299490;294620;;316068;0;365150;0;;123897;135290;156381;156821;;74976;77171;87604;96143;;119710;134652;144335;149532;;171792;172683;195143;210790;;219522;229007;257747;263484;;
0812000;"Powiat wschowski";0;0;168659;300025;;0;0;0;0;;0;0;174857;0;;0;0;0;0;;0;0;0;300025;;113128;120172;135984;161809;;69969;74131;87783;92278;;105325;117054;130355;145813;;137852;145417;160398;195395;;157167;198100;221875;229419;;
0861000;"Powiat m. Gorzów Wielkopolski";196864;204911;217008;227004;;134017;139497;158321;165457;;187408;199922;218298;237793;;248986;263260;319283;321856;;323623;376771;421339;438616;;168265;195846;215943;247458;;113895;132951;152304;176554;;166191;196057;220228;241717;;207096;249415;274929;314479;;271830;300610;317620;379096;;
0862000;"Powiat m. Zielona Góra";237216;253321;256724;281376;;142946;146222;170328;184089;;203106;229740;238073;276439;;279774;284298;317530;371673;;368591;375961;416464;444601;;183958;212505;233016;262977;;116895;139357;162349;169704;;173185;200151;224613;246696;;237077;271158;293819;330138;;356655;370379;415427;447046;;
1000000;"ŁÓDZKIE";278006;284629;287286;320866;;147212;169245;177280;201769;;241608;260389;272674;298654;;340789;351873;382838;407539;;476611;475720;524344;586056;;175698;204246;230478;251848;;119143;138203;156277;171824;;178784;201765;233885;256153;;236499;271048;309192;343681;;342094;406536;456773;477991;;
1001000;"Powiat bełchatowski";127233;179500;185188;242743;;93683;0;0;148144;;149540;0;167250;237091;;0;0;220834;317429;;0;0;0;373000;;153428;169574;194055;204266;;93380;114860;125154;126963;;145750;164686;180305;198102;;183779;196309;230385;243564;;237500;261271;347500;0;;
1002000;"Powiat kutnowski";240326;224305;259957;260590;;160995;130618;125586;164429;;207711;203882;195955;251268;;279143;271198;323425;332861;;378320;0;0;0;;158170;172052;206127;212264;;106634;115162;136977;147905;;165850;189748;215481;227294;;204757;265375;258847;311979;;231000;231500;510500;281632;;
1003000;"Powiat łaski";0;212400;203503;196167;;0;0;0;0;;0;196810;196730;0;;0;280570;0;0;;0;0;0;0;;117106;144499;152816;184498;;86684;97867;107200;128747;;124933;142475;161980;193376;;178667;190267;203389;248450;;0;175133;0;0;;
1004000;"Powiat łęczycki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;122596;139128;149755;175517;;87250;97524;105848;125381;;134667;145600;168529;196886;;171857;186772;234600;251750;;0;0;0;0;;
1005000;"Powiat łowicki";227667;267454;0;417474;;145953;0;0;0;;239110;234657;0;0;;299559;331892;0;0;;0;0;0;0;;136098;149759;201293;209860;;91556;102000;154898;135457;;144588;156449;207269;214081;;165914;193173;262727;302966;;177000;0;0;0;;
1006000;"Powiat łódzki wschodni";0;285722;393600;405347;;0;0;0;0;;0;0;0;0;;0;285722;0;0;;0;0;393600;425973;;126978;171911;186259;215605;;95645;126278;128875;117283;;144028;151875;189675;223410;;185333;189983;240000;266791;;0;358833;0;339970;;
1007000;"Powiat opoczyński";117901;89013;0;269696;;0;89013;0;177029;;126760;0;0;266582;;0;0;0;374819;;0;0;0;0;;144534;155525;166987;186909;;93122;118212;130190;145044;;156326;163534;182235;192452;;211038;214294;201750;252833;;0;0;0;0;;
1008000;"Powiat pabianicki";222714;276030;302593;346180;;132229;162449;125200;178909;;196437;221139;229783;283209;;273577;308873;330658;359898;;0;382498;395295;476374;;134937;167167;195293;234228;;84870;92051;114684;129492;;143093;155392;206732;226635;;196234;233025;263743;290719;;229458;342895;348951;447358;;
1009000;"Powiat pajęczański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;143636;139911;148125;179417;;95750;99705;100000;137500;;171000;185307;196250;199192;;0;0;0;0;;0;0;0;0;;
1010000;"Powiat piotrkowski";0;0;302114;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;302114;0;;81393;73294;90734;110442;;54167;65500;71050;65533;;85200;87583;107750;126075;;0;0;0;180429;;0;0;0;0;;
1011000;"Powiat poddębicki";147992;257000;149918;217431;;0;0;0;0;;154930;0;0;183080;;0;0;0;271438;;0;0;0;0;;135089;165929;214076;243400;;90944;103173;96660;194103;;146239;181449;216815;229885;;181925;163500;291667;323704;;0;0;0;0;;
1012000;"Powiat radomszczański";192504;189458;190463;212637;;112974;129333;0;148803;;180708;211877;198073;236761;;248383;0;0;314047;;0;0;0;0;;137695;157196;169160;224665;;95597;109750;117174;148104;;146256;168923;176586;236481;;176886;190720;216761;306763;;0;0;243866;301653;;
1013000;"Powiat rawski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;171116;181652;210019;227930;;112690;132667;128688;153086;;196036;203395;201379;245929;;0;211667;309375;321700;;0;225333;0;0;;
1014000;"Powiat sieradzki";206095;194412;195155;295126;;0;98831;127988;197488;;175977;174279;170157;244235;;224291;243486;274695;318325;;0;315626;440000;379520;;148764;163362;182591;211650;;97724;103899;128546;151625;;144998;164104;190706;222260;;179012;194334;235125;260000;;247729;277829;207917;199000;;
1015000;"Powiat skierniewicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;106273;82167;147677;;0;81000;69125;0;;0;110667;0;0;;0;0;0;0;;0;0;0;0;;
1016000;"Powiat tomaszowski";168305;283408;245163;305191;;169303;156671;162576;162889;;167640;222513;239678;247778;;0;312261;335234;365561;;0;477136;0;592829;;140674;170256;190922;199370;;100137;116768;133513;134903;;145365;172299;197413;220081;;212001;240615;289283;297133;;220325;399000;323333;361667;;
1017000;"Powiat wieluński";241730;279155;286152;417680;;146863;0;180176;0;;239223;199871;279157;0;;330743;292878;327001;0;;0;422072;434649;0;;170424;177013;190262;217436;;107220;129448;135500;157179;;160668;174190;184319;227846;;193750;242279;245909;299286;;405000;0;0;0;;
1018000;"Powiat wieruszowski";154273;173640;158514;186173;;117181;0;127783;119357;;142359;144460;171867;183165;;204262;201180;196663;248020;;271526;0;0;0;;120452;198270;215525;198539;;89012;132745;0;145604;;119018;166798;172667;206509;;184242;229625;223538;275246;;0;0;0;276931;;
1019000;"Powiat zduńskowolski";133000;238325;174000;218711;;126250;0;0;0;;0;210224;0;0;;0;266426;0;0;;0;0;0;0;;134294;162429;169134;196511;;103627;114400;127510;156812;;134248;160491;178014;203642;;179304;204374;233125;253884;;0;242255;0;0;;
1020000;"Powiat zgierski";219219;267802;257798;301384;;134557;131750;153572;163346;;202090;223280;219045;239869;;246217;301695;297685;312513;;306683;447079;426531;449658;;136141;150926;179587;211013;;98714;106587;125957;153679;;135861;159843;185986;220800;;207369;235867;270572;274389;;167763;282946;179873;351132;;
1021000;"Powiat brzeziński";211149;244763;247659;218731;;148758;0;0;87030;;223075;211979;227803;214519;;283334;322625;315689;288268;;0;0;0;0;;134493;153757;145991;186207;;99702;119545;102922;126791;;128106;145764;159572;181376;;200286;229213;200438;251572;;0;0;0;0;;
1061000;"Powiat m. Łódź";293734;292957;291051;330325;;150097;171916;179863;207719;;255384;271953;281033;310329;;354911;372860;403692;432912;;487432;491667;565605;633895;;195252;228753;254995;275145;;131174;153374;171296;185755;;197895;223429;257817;280840;;275721;320007;357345;403620;;372838;437349;499315;518918;;
1062000;"Powiat m. Piotrków Trybunalski";164094;290721;284979;272073;;114000;132000;131744;184341;;167092;236433;240316;283199;;218952;293192;333814;365251;;0;412889;339886;466584;;143331;171748;206484;220511;;90531;99344;133180;134698;;145254;175681;200783;219688;;212477;234560;282046;311258;;276625;338054;380617;471200;;
1063000;"Powiat m. Skierniewice";236828;271654;357859;333746;;152153;165650;217846;192423;;217155;272269;322965;264104;;306193;351596;379212;405858;;0;0;545725;0;;175828;207122;230465;284634;;123263;146761;164500;194617;;184568;216319;243061;275008;;247461;264662;321826;351643;;296800;340500;0;443000;;
1200000;"MAŁOPOLSKIE";325126;348551;398232;449968;;230006;240695;276954;307992;;312849;323996;372692;404933;;401689;445777;482858;525335;;656140;664138;682677;783308;;280552;325497;365866;415975;;192455;230430;258228;292802;;260434;307153;346636;394153;;336513;399740;448559;525016;;583283;618195;694743;742379;;
1201000;"Powiat bocheński";258619;241602;216511;272213;;157450;150235;176411;211437;;227878;199351;241861;275459;;303995;300225;309407;372211;;0;0;412978;479021;;186010;210045;220405;241392;;122294;145926;167964;190861;;192212;214691;217378;250091;;248182;288643;308700;344785;;0;361250;362299;297739;;
1202000;"Powiat brzeski";200856;0;191578;295523;;158090;0;177540;0;;220295;0;208158;295200;;0;0;0;365744;;0;0;0;0;;167636;184709;204005;186457;;100845;135383;141177;141350;;186933;204229;208272;228585;;140711;220000;249475;190833;;139333;206814;275931;0;;
1203000;"Powiat chrzanowski";99900;0;172259;273815;;98533;0;138149;157525;;0;0;109290;230921;;0;0;226906;333493;;0;0;0;379582;;136873;155386;182601;207482;;92707;104528;127111;143812;;135378;157648;191076;214840;;186126;206075;236265;263012;;200125;186750;215875;387111;;
1204000;"Powiat dąbrowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;104881;143556;160253;189851;;77184;108927;140333;129400;;119375;132125;167775;189288;;0;172333;167000;235009;;0;0;183179;0;;
1205000;"Powiat gorlicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;138913;164566;172567;188990;;95042;122931;131441;133909;;123943;170456;163722;187229;;164262;222248;221861;228500;;232857;151250;224420;231167;;
1206000;"Powiat krakowski";306844;322553;370446;435481;;172793;166416;209106;189377;;242553;277784;284897;323779;;346645;365761;380229;412759;;429457;411461;484001;548676;;261047;266483;330221;378335;;130529;162987;202322;201368;;240082;236073;280008;323291;;307137;351426;382163;468241;;365986;412254;486794;555711;;
1207000;"Powiat limanowski";0;302610;277158;319395;;0;0;181429;168289;;0;277775;296417;292359;;0;319167;369583;362813;;0;0;0;0;;164163;182873;163847;189717;;129105;132000;111673;142156;;189738;190538;197335;220978;;207300;184883;188600;231000;;142500;305000;0;0;;
1208000;"Powiat miechowski";184742;0;248657;304330;;132557;0;0;0;;236926;0;280814;296117;;0;0;0;0;;0;0;0;317472;;136395;176529;170765;258239;;103071;117000;115286;0;;149091;181900;203000;243938;;0;0;0;372875;;0;0;0;0;;
1209000;"Powiat myślenicki";262332;321385;302715;414350;;176905;0;239247;0;;269532;300957;292747;322538;;320232;370347;431159;397916;;0;0;471363;598944;;247272;245132;296731;269826;;147923;142523;194391;196200;;260255;253601;298191;263718;;250367;251052;319463;336667;;580081;270427;403750;275220;;
1210000;"Powiat nowosądecki";482763;467151;352134;338328;;300804;231429;0;0;;454741;362268;0;0;;755423;615456;0;0;;1209801;0;0;365258;;199622;222720;238749;271350;;118275;160239;154631;194159;;194083;223148;219786;244638;;252813;273044;282456;309012;;252857;293457;385200;339492;;
1211000;"Powiat nowotarski";280180;270501;313021;393108;;193327;146806;192791;241677;;252455;245540;262817;279198;;327195;304718;360428;380622;;520470;497152;747477;895126;;218329;233459;291299;370046;;145126;159200;188582;193147;;195566;233317;252327;298845;;266493;298933;348667;474327;;367230;358900;504600;799070;;
1212000;"Powiat olkuski";155400;174071;0;304316;;0;0;0;214352;;155400;164750;0;268145;;0;0;0;346867;;0;0;0;520914;;143037;174886;191670;227529;;95919;126610;136203;157708;;146673;177708;186304;232017;;168244;208405;248879;282764;;378333;0;260000;266286;;
1213000;"Powiat oświęcimski";218796;188569;247426;266425;;131820;133731;146205;175996;;211453;201584;224076;273836;;269210;258772;308609;344991;;0;0;337830;0;;137904;158342;184553;208864;;103462;114638;134241;153907;;142170;167219;198920;212316;;194676;211474;238910;277900;;241500;244833;236707;356319;;
1214000;"Powiat proszowicki";0;0;0;216500;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;138789;158641;200197;191600;;110937;130313;169667;148200;;155500;134245;187286;235000;;0;0;0;0;;0;0;0;0;;
1215000;"Powiat suski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;140636;161125;202054;194353;;107000;111667;167278;181750;;151561;161750;203200;221667;;0;0;233750;0;;0;156667;0;161991;;
1216000;"Powiat tarnowski";0;0;274517;324556;;0;0;0;0;;0;0;0;0;;0;0;274517;303000;;0;0;0;330714;;155767;158273;168583;204350;;0;102060;125625;0;;0;139964;180923;210727;;0;245000;0;0;;0;0;0;205833;;
1217000;"Powiat tatrzański";614806;689800;564413;653828;;526769;277749;342184;425345;;571227;498424;506076;404468;;598235;726170;794955;842692;;924994;1071109;1177143;1477337;;410041;457501;558089;668765;;305760;322240;373794;469149;;419719;456731;539671;636047;;477049;533106;698258;755428;;629869;781548;1043138;1065350;;
1218000;"Powiat wadowicki";310502;261638;256781;317425;;0;0;192623;0;;201346;217364;270320;239045;;305107;294750;337080;358662;;361908;373916;0;414576;;167483;202825;226266;253904;;119078;137988;138627;188785;;174032;193898;234699;252430;;223450;272771;296614;285081;;180143;342772;337013;355909;;
1219000;"Powiat wielicki";273380;265484;284077;336673;;166083;184920;211642;232584;;245105;250222;275792;307626;;291479;308304;322936;382829;;362443;412802;421184;462025;;269167;311004;333267;382127;;175538;210960;234019;275165;;256919;304423;314768;366641;;318976;362930;367971;414706;;367502;412716;403884;494436;;
1261000;"Powiat m. Kraków";331970;359004;426151;471837;;232804;247220;294178;319567;;321064;336304;398820;428880;;434746;475278;542824;573944;;707251;758572;795518;908621;;347120;388364;430508;477064;;232597;269558;297374;329621;;318591;365687;411068;455230;;427394;491737;552059;634939;;739709;775747;856301;911100;;
1262000;"Powiat m. Nowy Sącz";214664;0;0;261128;;155247;0;0;195203;;210785;0;0;279886;;262488;0;0;437043;;0;0;0;0;;191752;213653;248728;287524;;119617;127486;147568;182294;;171118;202058;234075;267346;;240308;242026;291307;329121;;292025;309892;381821;433658;;
1263000;"Powiat m. Tarnów";214587;247943;253524;281981;;135363;158528;174485;185011;;216527;223754;229616;258853;;260902;284083;311293;324761;;0;390926;331971;360093;;156123;175528;202757;218977;;103866;126286;142140;159295;;158104;169818;203106;220277;;202318;230829;264838;285441;;242841;274120;352263;341958;;
1400000;"MAZOWIECKIE";414498;416162;446364;501299;;238669;240533;266962;296880;;320982;333163;359266;387662;;452423;458047;504353;523532;;836759;716071;751093;859171;;410936;429797;453251;498879;;247371;268673;284894;311488;;345222;371491;391680;429214;;490228;510997;540878;602858;;931354;887147;904333;1026986;;
1401000;"Powiat białobrzeski";0;289333;268006;354000;;0;0;0;0;;0;289333;289496;305000;;0;0;0;0;;0;0;0;0;;173506;153400;226002;211056;;0;117750;108617;144500;;169160;175000;195947;217000;;235333;143333;265603;289891;;0;0;0;0;;
1402000;"Powiat ciechanowski";157166;204138;214348;207750;;113397;120949;135808;154715;;151859;172181;194633;203258;;211035;246573;268502;258532;;0;340503;390918;415000;;131098;150392;188806;200046;;93763;100449;141078;117746;;129771;144469;204255;209500;;162429;200692;215692;256704;;235250;246143;0;352444;;
1403000;"Powiat garwoliński";0;249355;235153;287240;;0;164320;169482;196847;;0;233118;244819;283610;;0;301584;299518;343997;;0;409601;348569;332542;;129113;196130;186073;242120;;125213;118497;130109;184889;;116000;188260;196715;227899;;0;264385;288000;338346;;0;342000;0;0;;
1404000;"Powiat gostyniński";166095;171937;206931;0;;118390;120562;0;0;;174904;182054;206835;0;;224432;233940;0;0;;0;0;0;0;;124144;114705;160658;157420;;92594;71077;92187;115125;;125814;120970;167450;159479;;137083;162105;190714;210329;;197750;0;313750;0;;
1405000;"Powiat grodziski";274747;336021;375111;389877;;152837;201118;208105;229655;;214802;260742;280441;305850;;355269;320486;331936;399463;;401624;459358;452903;505319;;274140;338031;393624;459011;;124913;186045;198107;236681;;236337;263703;288999;337692;;315250;322838;389892;454698;;450929;476938;513713;590763;;
1406000;"Powiat grójecki";200824;232927;233097;225666;;143240;0;158088;180480;;193515;212056;229355;238042;;279580;290950;313524;315967;;0;0;422413;0;;164771;191762;215756;274271;;106680;104757;141562;197837;;155157;177056;227836;258035;;276677;240762;288294;345306;;413333;331974;427917;425899;;
1407000;"Powiat kozienicki";231653;222315;259213;0;;0;0;0;0;;224193;210168;244736;0;;311083;0;299949;0;;0;0;0;0;;136338;158551;164862;180402;;99460;114199;106989;105567;;145628;162361;175489;190647;;176183;213737;248022;255450;;0;0;0;0;;
1408000;"Powiat legionowski";296283;275711;299291;354320;;186329;169520;189446;236191;;256840;238906;249824;307964;;337086;325400;328524;418566;;398607;463445;444730;533987;;259376;302545;354785;406453;;174449;197962;222653;259400;;238548;270249;304736;337757;;328706;344488;370012;441701;;465725;497127;566097;616026;;
1409000;"Powiat lipski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;105471;135500;126750;156838;;71000;0;70625;111600;;118300;133000;133125;131515;;0;0;155667;214250;;0;0;0;0;;
1410000;"Powiat łosicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;118708;173019;186059;153000;;97625;107626;99000;85000;;107714;178523;193111;139750;;0;220154;310000;0;;0;0;0;0;;
1411000;"Powiat makowski";0;174128;201065;239403;;0;125917;126714;0;;0;197331;208693;0;;0;236888;261333;249581;;0;0;0;0;;99151;121999;104517;132047;;66625;86750;94167;74944;;115486;123112;112844;122500;;117111;148000;0;186100;;0;0;0;0;;
1412000;"Powiat miński";264481;302177;308436;329346;;160270;194246;181104;214950;;248039;282618;252534;294370;;305150;303532;338809;353140;;450161;495580;477274;538511;;214414;240863;296005;333805;;141504;162297;171607;225451;;208861;240124;266783;291057;;277876;310695;338659;411287;;405462;384615;488593;548352;;
1413000;"Powiat mławski";178526;204344;205027;213034;;109634;126424;150837;143999;;170957;177974;187681;207256;;214310;238717;261190;267484;;294549;354380;381335;421869;;150726;156832;175389;208354;;97181;110068;113190;135210;;156073;156055;173482;210980;;180319;197945;230758;274832;;219029;240875;286333;277313;;
1414000;"Powiat nowodworski";220184;231442;248992;310482;;156138;153355;193615;183744;;215142;233020;264139;301456;;287253;314328;336717;376324;;393333;360273;367971;441382;;184321;222747;234183;290989;;138313;154296;171289;201668;;178799;221680;237191;279674;;219538;284353;300238;364502;;360363;370300;358704;415353;;
1415000;"Powiat ostrołęcki";0;0;0;366500;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;366500;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1416000;"Powiat ostrowski";0;206842;245426;214858;;0;156140;0;151395;;0;181504;191624;216279;;0;276447;279531;301259;;0;0;0;0;;151776;150680;171048;189661;;114262;120353;111154;116344;;145882;157978;179138;204879;;244714;184667;225450;249818;;0;0;0;0;;
1417000;"Powiat otwocki";308537;380392;401541;525364;;194019;199008;175007;247404;;265928;250900;255643;298066;;349910;364149;355259;452868;;396414;513669;512965;642051;;274013;306401;369119;387757;;161757;179194;204052;215697;;253405;279807;286660;349104;;349660;367733;406645;472419;;456250;464700;647876;651018;;
1418000;"Powiat piaseczyński";428339;359346;375646;427627;;255099;222408;196013;216385;;268603;283597;278415;300787;;343077;365552;384547;420191;;840722;509061;594202;649542;;346398;345324;378538;468443;;197449;200684;219462;268725;;281715;294310;317638;369966;;381305;387363;415064;523645;;638067;567852;595345;705232;;
1419000;"Powiat płocki";240201;298706;328684;268972;;0;0;0;0;;167553;0;0;175930;;226560;0;271108;210851;;427901;315750;371866;373614;;108743;174136;138910;162484;;47444;74500;62703;77239;;91218;134891;101352;158018;;132750;152405;192066;179817;;214006;319444;300113;379461;;
1420000;"Powiat płoński";163756;159316;235655;206003;;132661;0;138311;145602;;177668;0;198161;186738;;0;0;262062;274493;;0;0;371496;402052;;134178;161092;191207;196680;;92164;105715;120999;131776;;136826;165947;194137;204390;;183024;244868;265450;286055;;188750;223333;270500;294451;;
1421000;"Powiat pruszkowski";325970;393388;374373;385148;;199697;209206;206781;207409;;284266;296203;297312;312678;;369090;406559;421968;424653;;518546;531710;613946;579828;;308082;334940;366241;419809;;186089;203278;199643;256635;;273496;299922;313503;362363;;384103;385924;427343;495908;;554915;613510;626107;731349;;
1422000;"Powiat przasnyski";206390;219332;204412;234373;;0;0;139705;155558;;200091;194808;201096;187334;;247476;244413;240493;261890;;0;0;354140;425340;;126825;169478;157953;177179;;86747;102000;93153;119429;;133580;157289;157564;167095;;154064;245286;217273;240048;;0;285000;0;0;;
1423000;"Powiat przysuski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;111323;119395;128962;150752;;86540;90889;73300;143000;;105556;128643;163750;153175;;156400;183333;0;0;;0;0;0;0;;
