"Kod";"Nazwa";"rynek pierwotny;do 40 m2;2018;[szt.]";"rynek pierwotny;do 40 m2;2019;[szt.]";"rynek pierwotny;do 40 m2;2020;[szt.]";"rynek pierwotny;do 40 m2;2021;[szt.]";"rynek pierwotny;do 40 m2;2022;[szt.]";"rynek pierwotny;od 40,1 do 60 m2;2018;[szt.]";"rynek pierwotny;od 40,1 do 60 m2;2019;[szt.]";"rynek pierwotny;od 40,1 do 60 m2;2020;[szt.]";"rynek pierwotny;od 40,1 do 60 m2;2021;[szt.]";"rynek pierwotny;od 40,1 do 60 m2;2022;[szt.]";"rynek pierwotny;od 60,1 do 80 m2;2018;[szt.]";"rynek pierwotny;od 60,1 do 80 m2;2019;[szt.]";"rynek pierwotny;od 60,1 do 80 m2;2020;[szt.]";"rynek pierwotny;od 60,1 do 80 m2;2021;[szt.]";"rynek pierwotny;od 60,1 do 80 m2;2022;[szt.]";"rynek pierwotny;od 80,1 m2;2018;[szt.]";"rynek pierwotny;od 80,1 m2;2019;[szt.]";"rynek pierwotny;od 80,1 m2;2020;[szt.]";"rynek pierwotny;od 80,1 m2;2021;[szt.]";"rynek pierwotny;od 80,1 m2;2022;[szt.]";"rynek wtórny;do 40 m2;2018;[szt.]";"rynek wtórny;do 40 m2;2019;[szt.]";"rynek wtórny;do 40 m2;2020;[szt.]";"rynek wtórny;do 40 m2;2021;[szt.]";"rynek wtórny;do 40 m2;2022;[szt.]";"rynek wtórny;od 40,1 do 60 m2;2018;[szt.]";"rynek wtórny;od 40,1 do 60 m2;2019;[szt.]";"rynek wtórny;od 40,1 do 60 m2;2020;[szt.]";"rynek wtórny;od 40,1 do 60 m2;2021;[szt.]";"rynek wtórny;od 40,1 do 60 m2;2022;[szt.]";"rynek wtórny;od 60,1 do 80 m2;2018;[szt.]";"rynek wtórny;od 60,1 do 80 m2;2019;[szt.]";"rynek wtórny;od 60,1 do 80 m2;2020;[szt.]";"rynek wtórny;od 60,1 do 80 m2;2021;[szt.]";"rynek wtórny;od 60,1 do 80 m2;2022;[szt.]";"rynek wtórny;od 80,1 m2;2018;[szt.]";"rynek wtórny;od 80,1 m2;2019;[szt.]";"rynek wtórny;od 80,1 m2;2020;[szt.]";"rynek wtórny;od 80,1 m2;2021;[szt.]";"rynek wtórny;od 80,1 m2;2022;[szt.]";
1810000;"Powiat łańcucki";4;6;4;43;;8;28;12;72;;4;7;5;12;;0;0;0;0;;6;19;8;24;;14;32;13;27;;6;4;8;6;;5;4;0;5;;
1811000;"Powiat mielecki";0;0;0;0;;0;6;35;29;;34;23;26;38;;0;0;8;13;;44;36;32;44;;64;62;78;122;;27;47;39;46;;5;7;9;15;;
1812000;"Powiat niżański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;8;4;4;9;;13;10;11;11;;7;6;7;12;;0;0;0;0;;
1813000;"Powiat przemyski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;12;9;7;8;;27;37;31;40;;6;8;10;18;;0;3;3;4;;
1814000;"Powiat przeworski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;13;9;7;7;;19;12;13;25;;11;18;10;13;;0;3;0;0;;
1815000;"Powiat ropczycko-sędziszowski";4;0;0;4;;24;18;20;22;;9;4;7;5;;0;0;0;0;;7;11;3;7;;9;17;17;17;;4;12;28;27;;0;0;0;0;;
1816000;"Powiat rzeszowski";34;86;75;0;;96;103;126;84;;59;61;36;28;;5;6;20;22;;17;10;8;24;;60;59;25;41;;12;27;15;21;;7;4;7;6;;
1817000;"Powiat sanocki";0;5;0;0;;0;39;0;0;;0;22;0;0;;0;3;0;0;;33;26;16;22;;49;37;35;45;;23;19;12;22;;3;3;3;4;;
1818000;"Powiat stalowowolski";3;0;0;0;;0;0;0;0;;9;0;0;0;;0;0;0;0;;74;92;52;90;;145;148;95;177;;55;58;34;48;;4;7;6;3;;
1819000;"Powiat strzyżowski";0;0;0;4;;23;0;0;13;;6;0;0;5;;0;0;0;0;;7;6;6;3;;10;8;6;7;;3;0;5;5;;0;0;0;0;;
1820000;"Powiat tarnobrzeski";0;0;0;0;;7;9;5;3;;7;7;9;0;;0;3;4;4;;12;14;13;21;;31;33;24;26;;7;12;11;9;;0;3;0;0;;
1821000;"Powiat leski";0;5;0;0;;0;9;0;0;;0;8;3;0;;0;3;0;0;;0;5;7;10;;7;6;22;8;;4;0;12;4;;0;0;0;0;;
1861000;"Powiat m. Krosno";0;16;3;10;;7;40;26;15;;0;29;18;5;;0;0;0;0;;29;38;35;32;;52;54;55;59;;16;30;15;20;;6;8;5;9;;
1862000;"Powiat m. Przemyśl";11;15;26;7;;33;35;101;63;;17;30;41;25;;0;6;7;9;;82;94;76;80;;113;136;112;144;;62;55;59;58;;17;17;18;17;;
1863000;"Powiat m. Rzeszów";325;582;553;629;;704;1273;1002;1073;;345;575;512;671;;66;111;129;273;;306;375;386;436;;544;781;767;754;;254;286;308;322;;42;45;83;89;;
1864000;"Powiat m. Tarnobrzeg";0;4;0;0;;19;8;0;16;;32;11;0;15;;0;0;0;3;;21;21;30;24;;39;32;41;52;;14;38;25;22;;0;4;0;5;;
2000000;"PODLASKIE";423;612;600;738;;1327;1456;1495;1985;;649;703;880;1168;;99;146;119;158;;692;744;708;804;;1301;1403;1194;1563;;514;549;450;624;;78;82;106;114;;
2001000;"Powiat augustowski";0;17;0;6;;0;66;0;33;;9;34;0;26;;0;7;0;10;;18;19;16;14;;26;35;29;30;;23;17;23;18;;6;0;9;3;;
2002000;"Powiat białostocki";23;22;17;25;;109;89;97;144;;65;37;103;147;;8;8;17;25;;68;50;51;51;;87;120;74;123;;33;33;29;55;;4;0;4;15;;
2003000;"Powiat bielski";0;0;4;0;;33;22;13;0;;13;4;6;7;;0;0;0;0;;3;11;7;3;;9;21;17;18;;0;4;4;7;;0;0;0;0;;
2004000;"Powiat grajewski";12;0;0;0;;39;40;30;0;;33;17;30;23;;7;0;7;0;;16;17;13;22;;31;32;34;31;;13;21;13;19;;3;0;4;3;;
2005000;"Powiat hajnowski";0;9;8;0;;0;7;23;0;;0;0;5;0;;0;0;0;0;;16;19;9;20;;28;26;21;30;;10;9;3;12;;0;0;0;0;;
2006000;"Powiat kolneński";0;3;0;0;;13;32;0;14;;0;21;0;0;;0;0;0;0;;8;18;13;9;;30;53;17;15;;5;15;12;4;;0;0;5;4;;
2007000;"Powiat łomżyński";0;0;0;0;;0;0;0;0;;0;0;7;0;;0;0;4;3;;3;3;0;0;;6;4;4;7;;0;0;0;0;;0;0;6;4;;
2008000;"Powiat moniecki";0;10;10;4;;0;0;71;6;;0;21;19;0;;0;0;0;0;;4;4;0;0;;10;11;4;4;;5;6;5;0;;0;0;0;0;;
2009000;"Powiat sejneński";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;10;4;4;;4;19;5;7;;3;9;0;3;;0;0;0;0;;
2010000;"Powiat siemiatycki";3;0;0;16;;6;0;0;33;;14;0;0;14;;0;0;0;0;;8;5;4;11;;13;17;8;11;;7;6;0;7;;0;0;0;0;;
2011000;"Powiat sokólski";0;0;0;0;;4;0;0;0;;0;0;0;0;;0;0;0;0;;9;11;5;12;;12;18;29;27;;10;11;9;11;;0;0;0;0;;
2012000;"Powiat suwalski";0;0;0;0;;4;0;0;0;;0;0;0;0;;0;0;0;0;;0;4;0;0;;4;9;0;13;;7;8;4;7;;0;0;0;0;;
2013000;"Powiat wysokomazowiecki";0;0;0;0;;24;4;0;0;;26;0;0;0;;0;0;0;0;;4;6;6;3;;10;20;19;16;;6;8;6;12;;0;0;5;0;;
2014000;"Powiat zambrowski";3;0;4;25;;15;17;13;115;;8;8;6;35;;0;4;0;13;;18;33;23;35;;46;45;42;42;;10;14;16;10;;0;0;0;0;;
2061000;"Powiat m. Białystok";299;471;445;583;;827;971;954;1348;;275;400;445;713;;60;107;64;86;;425;437;469;532;;775;783;736;928;;283;285;235;340;;48;56;54;62;;
2062000;"Powiat m. Łomża";23;14;23;30;;115;62;85;98;;90;42;117;88;;11;5;14;14;;38;45;40;32;;111;78;66;113;;49;47;47;51;;4;6;4;8;;
2063000;"Powiat m. Suwałki";56;62;84;45;;138;146;207;192;;114;116;140;111;;8;14;11;4;;52;52;43;51;;99;112;87;148;;46;54;40;65;;13;6;13;9;;
2200000;"POMORSKIE";2357;2291;2126;2244;;5533;4883;5118;5734;;2907;2723;2573;2998;;1014;1168;1184;1624;;2520;2947;2689;3247;;4843;5151;4993;6212;;2236;2348;2096;2883;;996;1057;1121;1425;;
2201000;"Powiat bytowski";5;0;3;0;;48;0;0;0;;13;0;3;0;;0;0;0;0;;32;38;63;51;;94;134;138;135;;58;58;54;88;;15;14;14;23;;
2202000;"Powiat chojnicki";26;0;8;10;;62;104;112;107;;51;52;49;32;;9;12;9;15;;23;44;52;49;;90;97;80;83;;52;46;59;57;;24;18;14;13;;
2203000;"Powiat człuchowski";0;0;0;0;;0;0;3;41;;0;0;0;3;;0;0;0;0;;40;37;43;44;;77;89;115;141;;39;48;60;74;;6;14;13;12;;
2204000;"Powiat gdański";245;83;39;116;;405;250;107;310;;135;145;74;308;;46;58;77;151;;97;143;155;159;;247;268;343;391;;123;142;127;157;;68;83;95;101;;
2205000;"Powiat kartuski";15;0;31;28;;71;86;71;46;;370;328;115;120;;44;50;55;95;;11;23;17;25;;35;37;44;70;;69;84;82;150;;21;60;108;72;;
2206000;"Powiat kościerski";9;0;9;4;;35;8;88;39;;23;6;16;3;;0;0;6;0;;26;28;30;21;;48;61;69;51;;21;15;15;23;;5;6;3;10;;
2207000;"Powiat kwidzyński";5;4;11;4;;0;6;47;25;;11;3;13;7;;0;7;10;3;;49;47;59;54;;124;115;89;100;;46;53;48;59;;26;26;19;28;;
2208000;"Powiat lęborski";28;24;44;26;;33;39;58;30;;25;6;14;9;;23;10;5;15;;107;137;124;154;;164;150;148;209;;90;96;83;93;;36;42;54;97;;
2209000;"Powiat malborski";25;27;33;9;;68;63;77;67;;33;37;31;5;;3;0;3;12;;65;71;64;82;;158;132;125;170;;44;56;35;63;;20;7;12;17;;
2210000;"Powiat nowodworski";3;13;30;15;;21;18;69;34;;7;7;30;17;;0;0;0;8;;53;114;62;72;;41;48;46;74;;14;12;13;19;;5;3;7;9;;
2211000;"Powiat pucki";134;107;108;107;;182;148;202;226;;115;127;143;181;;82;117;148;120;;65;80;74;93;;125;121;123;187;;70;65;49;88;;42;48;67;66;;
2212000;"Powiat słupski";40;3;29;6;;31;16;102;96;;13;11;15;73;;4;0;5;13;;49;57;57;61;;114;95;88;136;;50;37;37;56;;10;11;18;23;;
2213000;"Powiat starogardzki";25;16;20;21;;111;82;127;184;;29;49;80;37;;8;6;3;10;;67;77;60;74;;94;113;113;161;;27;67;39;55;;14;22;25;40;;
2214000;"Powiat tczewski";56;26;64;76;;164;89;145;124;;54;46;53;75;;13;14;8;12;;119;138;108;150;;210;226;188;236;;86;79;85;91;;28;24;27;41;;
2215000;"Powiat wejherowski";193;192;187;303;;364;437;650;890;;161;233;276;312;;105;214;200;392;;250;281;235;276;;384;394;367;484;;122;131;118;132;;53;62;77;67;;
2216000;"Powiat sztumski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;24;35;23;37;;45;44;33;45;;20;13;20;23;;5;3;9;4;;
2261000;"Powiat m. Gdańsk";1412;1637;1282;1091;;3194;2918;2298;2565;;1376;1316;1147;1320;;321;350;322;419;;828;960;873;1052;;1560;1753;1635;1986;;721;770;673;969;;270;274;245;297;;
2262000;"Powiat m. Gdynia";75;102;106;352;;536;450;631;678;;365;302;381;383;;245;203;256;278;;375;380;349;513;;824;856;845;1040;;365;372;315;455;;193;201;170;281;;
2263000;"Powiat m. Słupsk";52;53;106;69;;173;161;271;232;;98;53;103;89;;87;119;68;70;;162;184;165;193;;308;308;288;369;;174;125;106;125;;76;76;70;78;;
2264000;"Powiat m. Sopot";8;0;16;4;;31;6;58;38;;28;0;28;21;;20;5;9;11;;78;73;76;87;;101;110;116;144;;45;79;78;106;;79;63;74;146;;
2400000;"ŚLĄSKIE";414;585;768;1056;;1124;1249;1766;2025;;656;857;875;1163;;272;366;343;462;;4166;4206;4042;5021;;6696;6614;6361;7826;;2711;2777;2462;3079;;987;1071;924;1158;;
2401000;"Powiat będziński";10;21;6;5;;23;106;44;56;;13;5;14;10;;14;3;4;5;;157;137;152;211;;232;217;174;241;;80;90;90;103;;17;12;13;25;;
2402000;"Powiat bielski";21;6;20;74;;46;15;26;133;;8;7;9;44;;0;0;13;30;;29;66;48;48;;64;81;82;120;;13;16;23;43;;12;10;17;29;;
2403000;"Powiat cieszyński";8;44;14;12;;19;51;30;30;;7;24;0;15;;0;6;0;0;;55;79;49;45;;103;99;101;45;;58;49;43;33;;25;26;24;16;;
2404000;"Powiat częstochowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;24;26;22;30;;33;32;26;37;;7;4;0;8;;0;8;0;0;;
2405000;"Powiat gliwicki";4;3;7;3;;0;8;25;73;;15;56;14;44;;12;9;6;4;;79;93;67;105;;153;130;148;196;;75;63;48;53;;10;16;11;13;;
2406000;"Powiat kłobucki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;16;12;9;14;;9;12;10;18;;3;3;0;0;;0;0;0;0;;
2407000;"Powiat lubliniecki";0;0;0;0;;3;0;0;0;;6;0;0;4;;6;0;0;5;;15;23;18;17;;33;24;20;46;;10;26;7;18;;5;6;6;9;;
2408000;"Powiat mikołowski";3;3;14;45;;11;20;49;66;;16;11;24;34;;3;7;5;7;;36;40;41;46;;85;76;61;88;;38;48;29;42;;13;11;7;26;;
2409000;"Powiat myszkowski";0;4;4;25;;15;5;13;7;;15;0;5;0;;0;0;0;0;;22;25;25;29;;44;28;27;36;;11;11;13;7;;0;0;7;4;;
2410000;"Powiat pszczyński";12;16;0;3;;32;26;8;21;;6;13;4;22;;0;0;0;4;;45;49;35;46;;128;110;87;96;;75;71;68;74;;41;18;32;34;;
2411000;"Powiat raciborski";0;16;18;34;;5;6;20;24;;0;3;0;0;;0;0;0;4;;66;50;67;84;;118;120;111;146;;53;49;33;46;;22;26;11;18;;
2412000;"Powiat rybnicki";0;3;0;0;;0;9;6;0;;0;0;0;0;;0;0;0;0;;22;17;21;19;;56;40;34;62;;21;21;11;24;;0;0;0;4;;
2413000;"Powiat tarnogórski";17;30;8;3;;53;73;22;19;;16;18;56;27;;15;18;42;32;;54;64;58;71;;92;87;89;125;;65;69;64;93;;24;34;18;58;;
2414000;"Powiat bieruńsko-lędziński";6;4;0;3;;4;0;0;0;;0;0;0;0;;0;0;0;0;;36;37;24;38;;36;46;53;51;;21;20;22;16;;0;0;0;0;;
2415000;"Powiat wodzisławski";0;3;0;3;;0;0;0;4;;0;0;5;3;;0;0;0;0;;57;73;72;66;;122;110;104;118;;34;38;36;37;;0;5;9;15;;
2416000;"Powiat zawierciański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;61;85;71;61;;115;129;103;108;;39;36;23;27;;4;6;0;5;;
2417000;"Powiat żywiecki";3;0;0;0;;16;0;0;4;;3;0;0;0;;0;0;0;0;;18;26;16;21;;31;34;40;41;;17;30;10;24;;9;13;14;23;;
2461000;"Powiat m. Bielsko-Biała";21;21;32;48;;93;135;110;151;;39;79;49;66;;20;38;13;29;;160;153;160;176;;248;249;301;327;;135;130;123;161;;88;106;100;117;;
2462000;"Powiat m. Bytom";16;28;24;44;;16;37;25;46;;10;7;5;18;;0;0;4;13;;420;424;411;423;;571;598;557;624;;206;256;200;265;;110;148;127;142;;
2463000;"Powiat m. Chorzów";12;15;12;41;;54;86;122;57;;59;64;71;46;;19;14;31;11;;179;149;150;205;;251;264;271;295;;78;72;80;87;;46;38;52;41;;
2464000;"Powiat m. Częstochowa";18;27;73;54;;62;67;147;111;;39;59;112;75;;9;45;31;16;;195;288;272;345;;340;472;444;543;;97;148;148;163;;26;43;38;62;;
2465000;"Powiat m. Dąbrowa Górnicza";0;7;22;27;;3;11;65;77;;11;24;25;33;;13;13;13;28;;72;111;109;175;;127;123;157;257;;46;58;78;95;;16;8;15;31;;
2466000;"Powiat m. Gliwice";62;46;90;174;;192;175;278;339;;127;172;204;126;;59;69;81;86;;325;305;247;384;;506;445;412;621;;252;193;195;249;;139;116;102;150;;
2467000;"Powiat m. Jastrzębie-Zdrój";0;3;0;0;;0;0;0;4;;0;0;0;0;;0;0;0;9;;65;66;69;78;;127;125;121;141;;59;44;48;41;;0;0;0;4;;
2468000;"Powiat m. Jaworzno";5;8;0;6;;5;9;5;10;;10;8;3;14;;0;0;0;0;;112;140;80;104;;158;289;175;234;;64;102;45;71;;10;28;12;10;;
2469000;"Powiat m. Katowice";50;54;42;52;;77;78;53;55;;30;37;14;16;;18;41;17;9;;427;372;412;380;;758;659;613;518;;356;316;272;255;;160;150;108;94;;
2470000;"Powiat m. Mysłowice";5;8;5;7;;25;37;33;18;;23;62;23;7;;12;24;6;9;;123;47;40;97;;164;111;92;205;;71;59;38;80;;16;11;5;17;;
2471000;"Powiat m. Piekary Śląskie";4;3;3;3;;17;5;12;38;;28;3;7;21;;0;0;0;4;;58;55;59;78;;110;98;100;123;;45;48;50;49;;5;5;7;10;;
2472000;"Powiat m. Ruda Śląska";16;19;25;33;;15;21;30;46;;5;7;22;15;;0;10;5;8;;245;197;242;244;;342;349;319;431;;83;76;92;120;;24;17;20;21;;
2473000;"Powiat m. Rybnik";3;9;5;32;;26;28;20;83;;32;18;20;73;;14;4;10;30;;89;98;87;121;;173;172;148;214;;116;99;81;118;;31;35;14;33;;
2474000;"Powiat m. Siemianowice Śląskie";41;17;17;26;;23;47;29;75;;21;45;17;47;;7;12;5;9;;130;116;96;114;;186;157;140;155;;53;64;66;54;;7;27;32;21;;
2475000;"Powiat m. Sosnowiec";12;50;77;144;;13;43;168;173;;14;20;21;96;;8;0;4;14;;129;117;234;290;;200;154;327;452;;56;58;80;176;;12;9;23;24;;
2476000;"Powiat m. Świętochłowice";3;3;0;10;;4;0;56;45;;0;0;16;63;;0;0;0;11;;79;65;74;127;;120;83;90;126;;30;39;23;42;;6;8;0;4;;
2477000;"Powiat m. Tychy";45;88;195;52;;214;93;299;153;;55;33;63;67;;20;21;28;44;;177;190;148;252;;272;313;285;365;;112;129;124;163;;22;29;30;21;;
2478000;"Powiat m. Zabrze";11;25;39;49;;40;52;59;71;;28;75;59;120;;9;19;17;28;;375;397;340;433;;484;487;432;493;;174;192;150;197;;75;87;58;65;;
2479000;"Powiat m. Żory";0;0;5;41;;15;3;7;35;;19;0;8;50;;4;8;0;10;;14;14;17;44;;105;91;107;128;;58;50;47;45;;4;10;5;9;;
2600000;"ŚWIĘTOKRZYSKIE";180;138;263;246;;359;391;599;595;;203;222;433;346;;53;93;122;119;;583;589;515;679;;878;959;813;1149;;304;261;275;357;;58;69;67;90;;
2601000;"Powiat buski";0;0;4;14;;0;5;5;25;;3;4;4;8;;5;0;0;0;;10;12;12;32;;21;22;21;56;;8;8;9;12;;0;3;0;5;;
2602000;"Powiat jędrzejowski";0;0;0;4;;3;0;0;5;;0;0;8;0;;0;0;0;0;;23;29;34;40;;50;70;73;72;;16;13;17;10;;0;0;0;3;;
2603000;"Powiat kazimierski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;4;9;5;3;;3;7;5;7;;3;3;4;0;;0;0;0;0;;
2604000;"Powiat kielecki";0;0;0;19;;0;21;10;53;;0;18;11;20;;0;4;3;7;;0;4;3;8;;5;6;6;20;;6;15;4;12;;0;0;0;0;;
2605000;"Powiat konecki";6;0;7;0;;0;5;7;0;;0;0;0;0;;0;0;0;0;;21;22;13;17;;34;31;16;30;;12;5;4;10;;0;0;0;3;;
2606000;"Powiat opatowski";4;0;0;0;;13;3;9;12;;3;0;0;5;;0;0;0;0;;3;10;7;10;;9;15;16;11;;4;0;5;0;;0;0;0;0;;
2607000;"Powiat ostrowiecki";0;0;0;4;;0;0;0;14;;0;0;0;13;;0;0;0;0;;33;33;63;69;;55;56;67;117;;9;8;14;26;;0;0;0;3;;
2608000;"Powiat pińczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;7;8;5;12;;18;14;15;12;;4;6;8;6;;0;0;0;0;;
2609000;"Powiat sandomierski";0;0;0;0;;0;0;0;3;;0;0;0;0;;0;0;0;0;;17;3;0;20;;21;4;18;33;;9;0;4;17;;0;0;3;0;;
2610000;"Powiat skarżyski";0;0;0;0;;3;0;0;0;;0;0;0;0;;0;3;0;0;;52;55;31;55;;99;100;57;95;;25;19;18;29;;8;7;4;10;;
2611000;"Powiat starachowicki";0;0;0;3;;9;0;0;4;;4;0;0;7;;0;0;0;0;;72;82;70;82;;111;109;88;119;;25;21;22;40;;4;9;0;8;;
2612000;"Powiat staszowski";0;0;5;5;;0;0;12;21;;0;0;12;7;;0;0;0;3;;15;8;12;12;;17;21;23;20;;14;7;10;13;;0;0;0;4;;
2613000;"Powiat włoszczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;12;13;5;14;;13;15;10;18;;3;5;5;3;;0;0;0;0;;
2661000;"Powiat m. Kielce";165;132;246;192;;329;352;551;457;;192;200;397;284;;47;84;116;103;;312;301;253;305;;422;489;398;539;;166;147;151;176;;40;43;48;46;;
2800000;"WARMIŃSKO-MAZURSKIE";483;476;363;503;;1438;1338;1571;1359;;687;742;758;675;;192;108;174;259;;1665;1811;1638;1942;;2705;3076;2846;3543;;1084;1258;1249;1418;;359;360;348;390;;
2801000;"Powiat bartoszycki";5;0;0;0;;20;0;5;16;;0;0;0;3;;0;0;0;0;;63;51;55;51;;88;92;102;110;;27;53;37;42;;11;7;8;7;;
2802000;"Powiat braniewski";0;0;0;0;;4;0;8;0;;3;0;0;0;;0;0;4;0;;56;36;39;52;;90;93;83;88;;26;36;28;32;;8;5;3;13;;
2803000;"Powiat działdowski";18;14;16;17;;49;28;42;39;;39;43;26;4;;0;0;0;0;;39;66;62;45;;92;104;92;88;;28;67;34;43;;6;6;9;3;;
2804000;"Powiat elbląski";0;0;0;0;;0;15;0;7;;0;9;0;0;;0;0;0;0;;25;41;24;40;;49;58;55;78;;22;41;27;28;;8;8;9;13;;
2805000;"Powiat ełcki";12;37;15;43;;32;103;142;218;;49;95;98;108;;19;40;25;29;;91;114;94;94;;190;217;204;190;;87;116;122;121;;39;61;55;28;;
2806000;"Powiat giżycki";14;12;15;3;;27;47;114;13;;34;19;112;42;;4;7;12;7;;82;91;79;47;;176;141;134;122;;73;80;63;57;;22;20;16;17;;
2807000;"Powiat iławski";92;32;33;22;;294;140;50;76;;111;60;27;37;;18;3;0;0;;88;87;98;118;;106;170;165;245;;49;57;79;79;;8;12;17;26;;
2808000;"Powiat kętrzyński";7;5;4;5;;11;21;9;11;;0;6;6;6;;0;0;0;3;;83;96;65;90;;106;144;128;165;;42;48;44;49;;14;15;19;10;;
2809000;"Powiat lidzbarski";0;0;0;0;;0;3;0;0;;0;0;0;0;;0;0;0;0;;53;61;53;62;;51;69;57;94;;42;29;42;53;;10;4;12;10;;
2810000;"Powiat mrągowski";0;0;0;0;;11;0;0;12;;0;6;0;3;;0;0;0;0;;57;53;59;73;;57;147;88;93;;24;35;40;52;;4;10;6;18;;
2811000;"Powiat nidzicki";0;13;0;0;;34;46;32;21;;12;34;10;0;;0;0;0;4;;34;23;24;33;;44;43;26;52;;23;23;21;26;;3;0;3;3;;
2812000;"Powiat nowomiejski";10;0;0;0;;25;15;10;3;;0;0;0;0;;0;0;0;0;;21;14;17;23;;28;24;22;45;;9;7;3;19;;4;7;0;3;;
2813000;"Powiat olecki";6;0;0;0;;45;10;0;0;;29;0;0;0;;0;0;0;0;;22;30;33;42;;58;74;84;105;;29;30;44;49;;4;5;8;8;;
2814000;"Powiat olsztyński";101;165;53;203;;369;300;177;258;;100;147;98;117;;71;12;62;79;;97;94;79;133;;163;170;164;250;;63;96;65;96;;20;35;22;42;;
2815000;"Powiat ostródzki";36;0;3;5;;62;5;152;35;;45;0;55;23;;0;0;7;5;;108;139;113;127;;156;201;182;202;;71;93;84;82;;26;18;27;24;;
2816000;"Powiat piski";0;0;0;0;;5;7;0;13;;0;0;0;4;;0;0;0;0;;54;44;49;70;;115;100;92;96;;37;57;25;41;;7;5;7;7;;
2817000;"Powiat szczycieński";20;20;21;20;;36;56;45;47;;0;6;7;4;;0;3;0;0;;47;44;47;67;;71;95;93;83;;30;33;50;47;;10;8;8;11;;
2818000;"Powiat gołdapski";7;13;5;0;;20;22;4;0;;18;19;3;0;;0;0;0;0;;21;26;19;25;;43;46;40;67;;13;24;13;31;;7;4;8;5;;
2819000;"Powiat węgorzewski";0;0;6;23;;5;27;3;29;;3;8;3;11;;0;0;0;0;;18;15;25;30;;50;30;34;55;;11;16;19;14;;0;4;4;0;;
2861000;"Powiat m. Elbląg";36;36;27;51;;105;89;213;84;;92;75;105;64;;40;11;15;24;;186;227;279;269;;346;423;442;535;;117;118;203;176;;43;45;41;66;;
2862000;"Powiat m. Olsztyn";115;120;156;105;;282;402;563;474;;146;209;203;246;;31;28;45;106;;420;459;325;451;;626;635;559;780;;261;199;206;281;;103;80;64;76;;
3000000;"WIELKOPOLSKIE";1793;1068;1576;1804;;4832;3346;3992;4418;;2586;1848;1963;2130;;1004;1147;1411;1276;;1896;1640;1560;1977;;3543;3645;3443;4478;;1871;1714;1684;2140;;969;808;879;1040;;
3001000;"Powiat chodzieski";0;0;4;15;;0;5;10;14;;0;0;10;10;;0;0;0;0;;19;11;5;19;;48;53;28;71;;18;24;5;37;;6;3;6;10;;
3002000;"Powiat czarnkowsko-trzcianecki";0;0;7;0;;0;41;13;0;;0;35;5;0;;0;0;0;0;;12;8;23;31;;40;27;39;58;;31;21;20;41;;8;0;6;12;;
3003000;"Powiat gnieźnieński";30;43;24;55;;89;103;134;188;;18;40;53;91;;9;24;22;46;;56;91;59;70;;96;154;133;223;;41;51;48;69;;12;19;15;35;;
3004000;"Powiat gostyński";4;8;3;21;;68;87;13;117;;21;17;6;22;;0;6;5;11;;10;17;6;15;;31;38;33;47;;26;16;17;25;;16;20;44;41;;
3005000;"Powiat grodziski";21;3;5;14;;35;36;52;57;;4;14;9;6;;0;0;0;0;;10;9;13;16;;30;26;39;37;;18;11;24;19;;7;6;8;7;;
3006000;"Powiat jarociński";0;22;77;60;;45;24;103;173;;25;16;13;40;;14;11;7;15;;12;20;20;24;;34;55;40;40;;26;29;28;36;;7;5;9;17;;
3007000;"Powiat kaliski";0;0;0;0;;0;0;0;0;;0;3;0;0;;0;3;0;0;;3;4;3;4;;5;0;0;4;;5;4;0;0;;4;5;3;6;;
3008000;"Powiat kępiński";9;0;27;29;;24;8;43;60;;19;0;8;36;;0;0;6;8;;3;12;12;7;;10;79;26;32;;9;30;15;22;;4;11;11;6;;
3009000;"Powiat kolski";0;0;3;3;;0;4;12;5;;0;0;6;0;;0;0;0;0;;23;29;15;26;;36;43;62;55;;8;8;7;20;;0;0;3;0;;
3010000;"Powiat koniński";12;0;0;0;;15;0;0;0;;3;0;0;0;;0;0;0;0;;11;6;16;25;;25;18;20;24;;10;9;18;10;;0;0;0;9;;
3011000;"Powiat kościański";32;16;25;15;;77;49;113;33;;16;8;30;6;;4;0;10;8;;16;17;17;27;;47;57;67;76;;20;26;46;59;;32;37;36;60;;
3012000;"Powiat krotoszyński";7;32;17;0;;29;60;49;17;;24;30;36;12;;0;0;0;0;;17;40;25;18;;36;58;53;74;;21;35;32;29;;22;14;9;12;;
3013000;"Powiat leszczyński";8;10;33;24;;26;0;30;13;;9;8;38;34;;28;28;9;34;;0;6;7;11;;36;40;50;57;;34;34;46;29;;26;27;47;94;;
