"Kod";"Nazwa";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;ogółem;2021;[zł]";"rynek pierwotny;ogółem;2022;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;do 40 m2;2021;[zł]";"rynek pierwotny;do 40 m2;2022;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2021;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2022;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2021;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2022;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2021;[zł]";"rynek pierwotny;od 80,1 m2;2022;[zł]";
0861000;"Powiat m. Gorzów Wielkopolski";160247338;86882133;107419205;115090984;;29081711;20506007;29447703;33256761;;59783146;28189031;47807234;50412159;;61997408;30274901;24265525;27035901;;9385073;7912194;5898743;4386163;;
0862000;"Powiat m. Zielona Góra";195703108;175551577;205892680;55431146;;15724056;20032434;37812746;10493101;;71493203;46637282;76659529;23773781;;79735727;73917465;51439887;14495255;;28750122;34964396;39980518;6669009;;
1000000;"ŁÓDZKIE";927982413;1053695727;1347371326;1807758052;;97307108;135734486;238263913;300232513;;312641290;405165331;540985151;704225879;;354079937;359613940;395088832;558328387;;163954078;153181970;173033430;244971273;;
1001000;"Powiat bełchatowski";1526800;538500;1481503;7282300;;562100;0;0;1333300;;747700;0;669000;2608000;;0;0;662503;2222000;;0;0;0;1119000;;
1002000;"Powiat kutnowski";23071332;12785384;14817521;53420997;;1448959;1044944;879105;6083884;;9762429;4689293;3919099;26885712;;9211704;7051147;9379317;19971638;;2648240;0;0;0;;
1003000;"Powiat łaski";0;8071208;814013;588500;;0;0;0;0;;0;5707493;590190;0;;0;2244558;0;0;;0;0;0;0;;
1004000;"Powiat łęczycki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1005000;"Powiat łowicki";7513020;5349079;0;1252421;;875716;0;0;0;;5738628;2815889;0;0;;898676;2323246;0;0;;0;0;0;0;;
1006000;"Powiat łódzki wschodni";0;2571500;7872000;10133673;;0;0;0;0;;0;0;0;0;;0;2571500;0;0;;0;0;7872000;8945441;;
1007000;"Powiat opoczyński";471604;267039;0;9709048;;0;267039;0;1062174;;380279;0;0;6397962;;0;0;0;2248912;;0;0;0;0;;
1008000;"Powiat pabianicki";11358406;19874169;39639660;44657239;;1057828;812247;626000;3041448;;3928745;5970760;9421085;7646644;;5745113;9266184;20500795;20154302;;0;3824978;9091780;13814845;;
1009000;"Powiat pajęczański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1010000;"Powiat piotrkowski";0;0;2114800;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;2114800;0;;
1011000;"Powiat poddębicki";1331928;1028000;599670;1739450;;0;0;0;0;;929582;0;0;549240;;0;0;0;1085750;;0;0;0;0;;
1012000;"Powiat radomszczański";10972742;2084041;1904626;12758214;;564870;388000;0;4017675;;6866888;1483141;1188439;4971978;;3228984;0;0;3768561;;0;0;0;0;;
1013000;"Powiat rawski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1014000;"Powiat sieradzki";5152378;14386503;4488557;34529691;;0;889476;1663843;987442;;1583792;7319733;680629;10990585;;3140070;3652286;824085;14961265;;0;2525008;1320000;7590399;;
1015000;"Powiat skierniewicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1016000;"Powiat tomaszowski";2524577;10769519;16916274;46999460;;1015816;940027;1788332;2117553;;1508761;2447642;11504551;17840046;;0;4996172;3017105;22299226;;0;2385678;0;4742635;;
1017000;"Powiat wieluński";16679352;9770430;18886004;1253040;;1762359;0;2882820;0;;10286587;2198582;3908196;0;;4630406;4686044;10791042;0;;0;2532434;1303946;0;;
1018000;"Powiat wieruszowski";9719201;7119229;8242734;4468145;;2343615;0;2300089;835500;;3701346;2600279;5155995;1648485;;2859663;4425950;786650;1984160;;814577;0;0;0;;
1019000;"Powiat zduńskowolski";665000;4289850;522000;1093556;;505000;0;0;0;;0;1892016;0;0;;0;2397834;0;0;;0;0;0;0;;
1020000;"Powiat zgierski";14468445;8301869;35576113;27425916;;941900;527000;2150001;1796804;;7073144;3125917;14018850;7435944;;3693252;2413559;14288892;8750351;;2760149;2235393;5118370;9442817;;
1021000;"Powiat brzeziński";3378391;6608601;8420420;4155893;;743789;0;0;348121;;1784601;4027599;4783855;1501631;;850001;2581002;3472578;2306141;;0;0;0;0;;
1061000;"Powiat m. Łódź";792494072;858951337;1150234719;1444510088;;81652872;123435883;223210169;261310057;;246445537;325800152;475507878;574730207;;308417321;281882001;311246575;413863945;;155978342;127833301;140270097;194605879;;
1062000;"Powiat m. Piotrków Trybunalski";3445983;36921564;17668719;62576891;;1026003;528000;790466;13825599;;668366;11585239;4806310;28886301;;1751614;14073202;9012968;17532069;;0;10735123;3058975;2332922;;
1063000;"Powiat m. Skierniewice";23209182;44007905;16461501;38714530;;2434440;5963399;1089231;2501496;;11074905;22870596;3875582;10828276;;9185787;14063855;9859512;24757320;;0;0;1637176;0;;
1200000;"MAŁOPOLSKIE";3096174689;3419281167;3660950072;5144928859;;599854788;615458115;683798490;807554415;;1439733351;1526994343;1485923692;2033166946;;727860358;837169599;911635425;1354838424;;328726192;439659110;579592465;949369074;;
1201000;"Powiat bocheński";6206853;5798450;28579447;25588063;;472349;600941;13230814;9514680;;2734539;1594808;9674433;7988311;;2127965;3602701;4022288;5210948;;0;0;1651912;2874124;;
1202000;"Powiat brzeski";3213692;0;1532621;2955231;;790450;0;532621;0;;2423242;0;832630;1476000;;0;0;0;1097231;;0;0;0;0;;
1203000;"Powiat chrzanowski";399600;0;2928399;28202935;;295600;0;690744;1260199;;0;0;655739;11084216;;0;0;907622;14340194;;0;0;0;1518326;;
1204000;"Powiat dąbrowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1205000;"Powiat gorlicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1206000;"Powiat krakowski";75483599;156760937;253755679;261288549;;7430082;12148345;12964566;4545054;;16008528;40556412;47862648;38205886;;28424874;46451675;100000215;99474938;;23620115;57604505;92928250;119062671;;
1207000;"Powiat limanowski";0;3026100;5266000;9901249;;0;0;1270000;1009735;;0;1111100;1778500;2046514;;0;1915000;2217500;5805000;;0;0;0;0;;
1208000;"Powiat miechowski";1477934;0;1243283;3956292;;530229;0;0;0;;947705;0;842443;2368932;;0;0;0;0;;0;0;0;1587360;;
1209000;"Powiat myślenicki";17838578;6106316;23914468;10773102;;2830477;0;4545696;0;;11050809;2407656;14344591;4193000;;2882092;3333125;1724637;2387494;;0;0;3299544;4192608;;
1210000;"Powiat nowosądecki";32345128;7007269;1408534;4398270;;8121707;925715;0;0;;13187500;1811342;0;0;;3777117;2461823;0;0;;7258804;0;0;3287320;;
1211000;"Powiat nowotarski";33061256;30566636;35997378;31448601;;1546613;2055281;9253951;7250298;;19691492;16451166;5519162;4187975;;8179864;6094366;12254545;8373690;;3643287;5965823;8969720;11636638;;
